序号,开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,一等奖注数,一等奖奖金（元）,二等奖注数,二等奖奖金（元）,奖池（元）
898,2013/11/5,2013130,1,3,15,16,31,33,8,385080972,12,7637890,115,282452,256689792
899,2013/11/7,2013131,4,6,12,17,19,26,9,388319260,18,6291307,130,152810,199798632
900,2013/11/10,2013132,20,21,22,23,25,27,12,420848208,25,6197955,176,170018,124670825
901,2013/11/12,2013133,4,7,12,19,22,25,1,361709328,12,7671892,248,133443,119827596
902,2013/11/14,2013134,1,17,18,19,25,29,10,372289714,16,6687967,118,216196,82346272
903,2013/11/17,2013135,9,23,24,25,29,31,12,406720240,5,7000000,113,309968,139074525
904,2013/11/19,2013136,4,6,14,16,18,26,6,369164734,12,7096267,139,163545,116962560
905,2013/11/21,2013137,4,17,19,23,24,27,10,379293130,27,5953328,420,56213,51312261
906,2013/11/24,2013138,4,15,16,24,27,28,3,402650432,10,6000000,161,194166,74254260
907,2013/11/26,2013139,7,8,11,13,21,27,8,372082440,25,4905577,184,89406,30000000
908,2013/11/28,2013140,1,5,12,13,21,22,10,359556480,4,7500000,125,228983,76786944
909,2013/12/1,2013141,3,4,5,25,30,31,4,409703546,25,4151240,180,40462,30000000
910,2013/12/3,2013142,11,12,14,20,22,29,14,356100256,8,6250000,119,266147,63900184
911,2013/12/5,2013143,12,18,21,22,27,32,11,364973022,8,6250000,90,280224,82747368
912,2013/12/8,2013144,5,7,12,19,27,31,2,406764784,12,5833333,308,106753,99467508
913,2013/12/10,2013145,6,10,13,16,23,24,15,364933776,13,5769230,237,105672,92904565
914,2013/12/12,2013146,8,20,25,30,32,33,1,404451866,4,7500000,147,261336,162543128
915,2013/12/15,2013147,2,15,16,17,19,30,8,400947352,18,6544074,132,202197,117026496
916,2013/12/17,2013148,6,11,12,14,17,22,1,354333120,5,11973853,120,310865,154199665
917,2013/12/19,2013149,9,18,25,26,30,32,11,369490424,9,8188009,117,239642,155929878
918,2013/12/22,2013150,1,15,16,25,26,29,10,409001896,5,11579919,93,369348,188178865
919,2013/12/24,2013151,3,9,10,19,28,33,9,376460226,45,5051762,391,31951,30000000
920,2013/12/26,2013152,4,6,14,16,18,29,5,353968798,28,2774257,213,75813,30000000
921,2013/12/29,2013153,8,11,13,18,28,33,10,394373774,6,6666666,116,282133,76364070
922,2013/12/31,2013154,7,11,14,19,24,29,5,382836786,16,5625000,182,172542,69636912
923,2014/1/2,2014001,3,9,15,20,27,29,1,371341368,3,5000000,139,251264,136130274
924,2014/1/5,2014002,4,21,23,31,32,33,4,408021124,6,8403112,105,291695,157176954
925,2014/1/7,2014003,6,10,11,28,30,33,12,363993362,6,7804024,147,171674,169237320
926,2014/1/9,2014004,1,4,19,22,24,25,15,373155800,5,9580091,113,303988,201488460
927,2014/1/12,2014005,15,18,23,27,32,33,4,414088906,6,9383724,77,512383,237244320
928,2014/1/14,2014006,3,4,7,17,21,27,14,369941458,70,4194362,296,81603,30000000
929,2014/1/16,2014007,8,10,12,14,18,28,14,346606050,13,5000000,198,137874,58697890
930,2014/1/19,2014008,5,14,16,21,29,30,12,392135484,8,5000000,189,182182,99040432
931,2014/1/21,2014009,8,9,19,20,25,32,16,348408848,6,5000000,229,108965,127264176
932,2014/1/23,2014010,5,7,8,20,31,33,11,359922428,2,10000000,207,127770,168977284
933,2014/1/26,2014011,9,10,13,14,21,32,2,400827700,7,7928774,120,256267,185230836
934,2014/1/28,2014012,1,8,11,19,21,24,8,364615256,6,7572430,79,293061,193817286
935,2014/2/9,2014013,5,9,13,15,17,21,13,447850102,12,6357176,127,192355,174532572
936,2014/2/11,2014014,4,9,19,22,25,29,15,340281006,10,6994695,128,233753,174399960
937,2014/2/13,2014015,2,11,19,30,32,33,9,345827928,11,6247355,101,203775,153702230
938,2014/2/16,2014016,2,3,7,13,21,24,8,394728698,3,10000000,106,265652,189407019
939,2014/2/18,2014017,4,6,7,14,25,26,10,354286552,24,5330216,218,54531,89220000
940,2014/2/20,2014018,13,17,18,21,30,33,15,366787508,5,5000000,51,738936,152153450
941,2014/2/23,2014019,2,10,15,19,20,21,7,409381396,5,6752686,95,138369,149062025
942,2014/2/25,2014020,9,14,17,23,24,25,15,369800298,4,10000000,118,312907,195215928
943,2014/2/27,2014021,8,10,15,17,22,29,12,376012996,9,6781386,119,202090,190297125
944,2014/3/2,2014022,4,6,7,10,21,26,16,422477050,8,7916237,110,318134,208621864
945,2014/3/4,2014023,7,9,13,17,21,22,10,379325720,13,6506941,178,165086,192597457
946,2014/3/6,2014024,8,10,16,20,23,30,9,380942014,24,5494247,288,61780,102252288
947,2014/3/9,2014025,1,5,10,14,16,30,16,420328670,3,10000000,96,463736,176129274
948,2014/3/11,2014026,1,2,5,6,11,23,14,376888174,2,10000000,135,249376,234682846
949,2014/3/13,2014027,8,10,14,16,30,31,1,384105632,2,10000000,75,494198,301167546
950,2014/3/16,2014028,6,16,21,27,30,32,5,435709368,8,7421842,72,403640,309604392
951,2014/3/18,2014029,2,7,14,16,21,29,14,396072528,8,8317056,137,290545,335945528
952,2014/3/20,2014030,12,18,19,23,24,30,10,396594924,8,7352776,208,135737,343001056
953,2014/3/23,2014031,4,10,16,17,21,27,14,443595958,16,6710711,368,111568,331429504
954,2014/3/25,2014032,1,2,14,22,29,33,7,397424848,3,10000000,94,281203,363106803
955,2014/3/27,2014033,5,13,23,28,32,33,12,403193612,17,5965697,303,81271,319148956
956,2014/3/30,2014034,1,3,4,8,25,31,6,432189956,20,5471886,102,138790,242743280
957,2014/4/1,2014035,7,8,9,17,32,33,6,385901784,10,6852544,199,139639,239056900
958,2014/4/3,2014036,1,7,8,9,11,22,3,378585748,30,5349374,351,44791,115259940
959,2014/4/6,2014037,6,13,14,24,25,30,7,385617546,18,5872936,261,90303,64542096
960,2014/4/8,2014038,4,7,22,23,24,33,16,356364376,9,5000000,111,293443,95544036
961,2014/4/10,2014039,3,11,15,19,20,31,7,363687932,5,5000000,274,110166,140977080
962,2014/4/13,2014040,3,4,6,11,12,15,8,406009192,9,6499969,119,170164,129726387
963,2014/4/15,2014041,7,11,16,18,21,22,2,365242842,2,10000000,93,324163,180069774
964,2014/4/17,2014042,12,15,20,25,28,33,14,373018334,0,0,90,415420,267308119
965,2014/4/20,2014043,2,5,9,14,24,33,9,415843112,16,5583245,118,118626,210637936
966,2014/4/22,2014044,4,9,21,27,28,33,12,373074342,4,9396243,136,193951,234600372
967,2014/4/24,2014045,2,4,9,11,19,22,15,375431708,22,5886964,128,228670,173383408
968,2014/4/27,2014046,2,10,11,17,18,22,10,407325576,10,6137017,121,140952,151808850
969,2014/4/29,2014047,8,10,11,12,19,29,15,367083108,6,8550289,231,138322,175063188
970,2014/5/1,2014048,6,9,16,17,24,25,16,328158768,10,6699431,209,121968,167548980
971,2014/5/4,2014049,6,7,16,17,23,32,6,395100460,15,6218403,176,155761,138239115
972,2014/5/6,2014050,3,17,23,25,26,32,13,356974970,6,7990218,117,230016,153092388
973,2014/5/8,2014051,10,16,19,21,23,24,13,355097144,7,8087544,69,469843,172124407
974,2014/5/11,2014052,9,13,15,28,30,33,8,388520458,14,5815978,152,112733,130683658
975,2014/5/13,2014053,14,17,19,22,26,31,2,357050160,1,10000000,80,385716,192683993
976,2014/5/15,2014054,1,4,5,11,29,30,14,362404232,14,6152102,331,73094,163007572
977,2014/5/18,2014055,2,9,14,19,21,30,4,399255230,8,6995330,141,141512,166904832
978,2014/5/20,2014056,1,11,18,20,28,29,1,355820816,6,8207897,117,205634,189835134
979,2014/5/22,2014057,2,4,12,18,23,31,8,357051002,6,8117313,92,254128,211270800
980,2014/5/25,2014058,2,3,12,13,14,25,11,395239936,38,5136638,213,30471,35549494
981,2014/5/27,2014059,5,8,12,13,23,25,13,332914310,14,5000000,192,117768,33384288
982,2014/5/29,2014060,3,5,14,18,25,33,6,332537430,1,5000000,156,104288,77191491
983,2014/6/1,2014061,2,14,17,27,28,31,8,348086982,16,5000000,210,105096,63402256
984,2014/6/3,2014062,6,9,15,24,25,26,9,324555900,58,1557886,396,22689,30000000
985,2014/6/5,2014063,3,8,17,21,22,31,16,318559312,8,5000000,224,97522,55534992
986,2014/6/8,2014064,2,9,15,16,29,32,14,362553032,14,5000000,287,76848,51701734
987,2014/6/10,2014065,3,4,5,8,10,22,6,331291864,14,5000000,131,174687,50353786
988,2014/6/12,2014066,2,5,15,17,18,21,16,326106482,3,5000000,89,308573,117743004
989,2014/6/15,2014067,1,6,7,17,18,23,6,369752334,16,6218687,203,120067,91365232
990,2014/6/17,2014068,4,12,13,22,27,29,16,333498724,3,5000000,122,235536,162571614
991,2014/6/19,2014069,5,12,17,19,25,30,11,344427596,10,6146408,218,65734,144097840
992,2014/6/22,2014070,1,7,9,19,28,29,7,381932126,25,5398171,199,62526,46472150
993,2014/6/24,2014071,2,4,12,17,22,25,14,332837230,34,3043574,432,43988,30000000
994,2014/6/26,2014072,1,3,7,13,19,32,16,324184472,3,5000000,106,243820,92535036
995,2014/6/29,2014073,1,12,16,20,30,33,2,368813894,5,5000000,79,382345,158150815
996,2014/7/1,2014074,1,3,6,13,30,31,12,333005878,1,10000000,88,239871,211476892
997,2014/7/3,2014075,3,9,11,22,27,29,6,341705034,24,5641067,169,113799,133787352
998,2014/7/6,2014076,6,10,12,17,18,33,11,375634222,3,10000000,76,324412,177753477
999,2014/7/8,2014077,8,9,12,15,19,22,10,335080206,8,6647934,140,117709,174008032
1000,2014/7/10,2014078,2,3,5,6,9,17,7,340877252,9,6628498,112,163576,169313373
1001,2014/7/13,2014079,2,7,16,22,27,28,2,371546996,7,8316463,168,172732,198155300
1002,2014/7/15,2014080,5,14,16,17,25,30,7,339602048,1,10000000,254,83090,251469908
1003,2014/7/17,2014081,8,14,22,24,27,29,10,345588442,6,8256141,88,277512,275196240
1004,2014/7/20,2014082,2,4,20,25,26,29,11,376072870,6,8166275,90,263856,297439788
1005,2014/7/22,2014083,5,6,19,21,23,33,12,342671260,6,7954331,111,199616,316186254
1006,2014/7/24,2014084,1,6,9,10,13,25,8,348439746,6,7345069,107,164374,324879900
1007,2014/7/27,2014085,1,2,11,19,23,29,8,383964576,15,6219107,106,215644,300168090
1008,2014/7/29,2014086,2,4,10,12,14,30,8,342885520,6,8140814,147,160245,321991524
1009,2014/7/31,2014087,6,18,22,23,32,33,6,346294212,6,8003802,89,253129,341554266
1010,2014/8/3,2014088,3,6,11,14,16,29,15,378895304,4,10000000,100,261555,380020836
1011,2014/8/5,2014089,4,6,14,17,27,30,9,349996988,15,5545146,145,70493,327508140
1012,2014/8/7,2014090,5,9,11,19,24,32,13,361007810,17,5909390,201,96141,285022119
1013,2014/8/10,2014091,1,5,12,19,27,29,14,395683536,7,8264071,148,192977,312855494
1014,2014/8/12,2014092,3,13,18,19,22,26,7,355694942,8,6633423,185,88293,308790808
1015,2014/8/14,2014093,2,8,9,10,20,29,5,361310882,23,5209398,205,29366,207035236
1016,2014/8/17,2014094,1,10,18,20,23,29,1,394513356,2,10000000,79,363453,273173708
1017,2014/8/19,2014095,5,6,8,14,22,31,8,348187212,5,7265534,134,105668,279324805
1018,2014/8/21,2014096,12,14,17,19,22,24,8,357432576,4,9824585,86,280499,312395240
1019,2014/8/24,2014097,7,13,24,25,27,32,15,390727104,3,10000000,148,196578,369675882
1020,2014/8/26,2014098,2,13,17,20,29,31,7,353151800,5,8502424,77,284287,392834215
1021,2014/8/28,2014099,1,5,10,11,13,32,14,358086522,4,10000000,47,565778,432609020
1022,2014/8/31,2014100,1,6,9,10,14,16,11,401949134,3,10000000,90,260404,472918194
1023,2014/9/2,2014101,16,18,20,23,24,32,7,359712392,2,10000000,61,420623,529892270
1024,2014/9/4,2014102,14,16,21,24,28,31,13,368749750,3,10000000,80,346223,582985842
1025,2014/9/7,2014103,3,8,9,10,18,33,4,396768732,8,7120349,179,118455,589633520
1026,2014/9/9,2014104,2,6,12,19,27,28,13,358170510,5,9351116,372,73103,624461375
1027,2014/9/11,2014105,14,16,17,19,27,32,4,379715550,6,9151943,67,464769,662968446
1028,2014/9/14,2014106,9,14,17,18,21,25,15,422052940,4,10000000,124,257862,718893160
1029,2014/9/16,2014107,11,14,17,22,25,27,16,387176276,5,9244289,117,226724,752252140
1030,2014/9/18,2014108,3,8,9,20,23,28,2,393047674,14,6392168,357,68243,735850612
1031,2014/9/21,2014109,2,5,11,15,19,28,2,437600916,16,6744502,304,114769,732608704
1032,2014/9/23,2014110,1,8,11,13,19,30,6,384948858,4,9300795,143,150377,759917456
1033,2014/9/25,2014111,2,8,17,20,22,28,2,391471380,5,10000000,86,386831,809720000
1034,2014/9/28,2014112,1,15,16,21,24,30,3,438774340,16,5556035,150,74138,754185552
1035,2014/9/30,2014113,12,14,28,31,32,33,7,376332046,2,10000000,61,329010,794394502
1036,2014/10/2,2014114,2,7,23,30,32,33,10,336622164,4,7655494,64,207460,803604936
1037,2014/10/5,2014115,1,9,10,11,13,32,3,393986920,107,5206826,176,157176,329463486
1038,2014/10/7,2014116,9,10,14,15,19,29,16,355472106,8,7738382,178,153841,349707904
1039,2014/10/9,2014117,5,10,17,25,28,29,4,376251864,9,7417293,316,86058,364535919
1040,2014/10/12,2014118,5,7,15,18,26,30,3,412610364,15,6427135,328,81581,348405240
1041,2014/10/14,2014119,6,13,17,20,26,29,9,374297910,16,5570537,138,82686,293508896
1042,2014/10/16,2014120,1,7,12,16,23,28,4,380941988,23,5924705,375,70894,236996485
1043,2014/10/19,2014121,1,2,13,22,28,30,9,414246034,15,6326521,265,93857,216715500
1044,2014/10/21,2014122,6,9,11,16,20,29,11,372450634,16,5951266,156,121957,178571232
1045,2014/10/23,2014123,1,6,11,17,28,33,5,374248054,31,5504877,447,43767,66611994
1046,2014/10/26,2014124,2,17,20,24,31,33,4,414603564,3,8333333,72,452439,149338971
1047,2014/10/28,2014125,10,11,15,26,31,32,6,369171242,5,10893985,84,289731,177881270
1048,2014/10/30,2014126,6,11,16,17,22,27,1,374635140,28,6067086,425,58466,92547000
1049,2014/11/2,2014127,2,10,12,21,23,27,12,405427926,15,5666666,189,94735,71262030
1050,2014/11/4,2014128,5,7,8,17,18,24,14,358520804,10,6000000,180,122362,87337680
1051,2014/11/6,2014129,5,8,9,20,28,32,2,359082268,7,6428571,207,120794,127351182
1052,2014/11/9,2014130,1,2,10,24,30,33,10,402591108,3,13333333,77,344673,176970840
1053,2014/11/11,2014131,5,17,21,22,28,32,14,396591384,7,10041712,211,149834,211523816
1054,2014/11/13,2014132,5,6,14,15,18,33,8,372487192,5,9132195,81,164521,215841500
1055,2014/11/16,2014133,13,14,16,23,30,31,13,417287906,4,12006712,125,180268,245415332
1056,2014/11/18,2014134,5,16,22,23,26,28,2,374813426,7,10031378,124,254230,279769385
1057,2014/11/20,2014135,2,4,11,13,25,33,1,380304722,4,12500000,210,147183,332494676
1058,2014/11/23,2014136,3,16,19,27,31,32,10,419949224,1,15000000,112,247269,405577188
1059,2014/11/25,2014137,3,6,9,11,25,29,9,377779080,27,5906822,223,53162,296658774
1060,2014/11/27,2014138,4,6,13,29,31,33,13,379450576,5,11482317,126,222337,333290635
1061,2014/11/30,2014139,1,14,15,20,25,29,11,416872552,10,8062601,102,252769,340012160
1062,2014/12/2,2014140,6,10,11,14,17,33,6,369928040,5,9914504,102,178584,355086600
1063,2014/12/4,2014141,8,9,11,16,21,24,10,374573402,22,6335444,168,144194,298381028
1064,2014/12/7,2014142,6,21,22,23,25,28,13,419262206,5,12000000,100,318025,343788680
1065,2014/12/9,2014143,3,12,18,20,25,26,16,375707362,14,6998852,197,114111,323244502
1066,2014/12/11,2014144,3,5,6,9,10,27,14,379438954,6,10122305,191,135692,350262546
1067,2014/12/14,2014145,10,12,13,23,26,29,11,428104998,9,8297945,142,173252,359386704
1068,2014/12/16,2014146,1,6,13,20,29,32,1,383982986,3,13333333,100,329347,428190888
1069,2014/12/18,2014147,6,7,22,26,31,32,10,385071740,4,12241950,93,254943,460352344
1070,2014/12/21,2014148,1,2,5,12,15,16,13,425097618,9,8710675,133,219887,479691558
1071,2014/12/23,2014149,7,9,10,15,19,33,1,386664128,2,15000000,154,222360,562421886
1072,2014/12/25,2014150,3,8,14,22,24,32,9,393965122,9,7717144,161,112222,557171217
1073,2014/12/28,2014151,4,5,8,11,21,27,8,436728282,13,6578931,195,67475,521118039
1074,2014/12/30,2014152,8,13,15,20,21,25,12,403970126,12,7133222,99,196953,504014400
1075,2015/1/1,2015001,1,7,9,16,20,23,6,389811558,8,8455559,125,176444,512536696
1076,2015/1/4,2015002,7,15,16,25,28,32,5,445131362,13,7372062,152,171355,504837957
1077,2015/1/6,2015003,10,15,20,23,24,31,15,389418150,5,10593703,98,229190,529251380
1078,2015/1/8,2015004,2,14,15,16,23,24,10,391871604,5,10408414,84,253602,551117080
1079,2015/1/11,2015005,7,10,16,17,18,32,15,434233966,7,10254852,142,235774,589772988
1080,2015/1/13,2015006,1,10,11,29,31,33,13,381704996,7,9466873,156,170417,613260305
1081,2015/1/15,2015007,1,7,9,17,20,33,8,396557494,8,8148741,96,197785,615032608
1082,2015/1/18,2015008,4,7,10,16,20,22,3,441162104,6,10114138,146,177096,641915910
1083,2015/1/20,2015009,4,7,14,17,21,25,14,406130598,13,7600598,171,174033,642387330
1084,2015/1/22,2015010,1,2,3,8,21,31,9,408876968,7,8682598,78,252855,650777351
1085,2015/1/25,2015011,4,14,15,17,18,20,15,448888738,5,12000000,100,365932,710557160
1086,2015/1/27,2015012,3,5,22,23,29,31,6,370574586,21,5752465,91,217057,649012056
1087,2015/1/29,2015013,8,9,24,25,26,29,1,371312910,12,6841461,155,178205,649780284
1088,2015/2/1,2015014,2,12,16,19,27,30,11,413004748,72,5079945,634,11348,305609400
1089,2015/2/3,2015015,1,7,20,24,25,33,4,369504840,6,8041259,94,242653,325790184
1090,2015/2/5,2015016,2,6,10,15,17,31,13,370190678,10,6855593,96,241613,326819010
1091,2015/2/8,2015017,13,18,20,25,27,33,12,405548808,7,8393437,73,406747,357142667
1092,2015/2/10,2015018,6,9,12,14,28,29,9,356589678,10,6306199,207,78876,343063140
1093,2015/2/12,2015019,2,6,11,19,25,26,4,363865754,12,6636421,213,115240,337065060
1094,2015/2/15,2015020,1,4,7,19,22,23,4,404738304,7,7958367,175,147918,359013634
1095,2015/2/17,2015021,14,15,16,17,27,28,8,369500210,16,5736340,147,100182,311412624
1096,2015/2/26,2015022,4,7,10,16,23,25,10,428626486,7,7943574,242,106430,333076429
1097,2015/3/1,2015023,8,9,10,13,29,30,1,371421794,9,7263666,297,85744,344102175
1098,2015/3/3,2015024,9,11,16,18,23,24,10,297320432,6,7884587,83,260655,361697874
1099,2015/3/5,2015025,10,11,12,15,27,32,14,301966294,0,0,89,249092,428205689
1100,2015/3/8,2015026,2,13,17,21,22,33,13,346132854,16,6166894,131,178151,399549056
1101,2015/3/10,2015027,5,7,9,16,26,29,7,313056664,26,5000000,147,6000,269549046
1102,2015/3/12,2015028,4,7,10,26,27,28,14,318360502,8,7403315,292,82305,282421976
1103,2015/3/15,2015029,7,14,15,19,21,28,7,350574266,7,7243174,109,180071,290603075
1104,2015/3/17,2015030,8,11,14,15,16,26,7,313853770,6,7887970,104,208267,308254584
1105,2015/3/19,2015031,1,5,7,22,26,32,11,322648288,10,6554899,113,172002,301014330
1106,2015/3/22,2015032,11,14,16,18,29,32,16,356881788,6,8138892,98,240221,322806048
1107,2015/3/24,2015033,3,6,21,29,31,32,5,316147976,2,10000000,93,169838,350190906
1108,2015/3/26,2015034,12,13,17,18,20,27,13,319035578,5,8430978,201,106684,372366860
1109,2015/3/29,2015035,1,8,9,22,24,33,3,354232116,13,6360697,226,97837,356011799
1110,2015/3/31,2015036,4,6,16,17,26,33,3,314978372,5,8932993,122,201485,385090460
1111,2015/4/2,2015037,5,7,12,18,28,31,3,311121894,0,0,232,102953,456745930
1112,2015/4/5,2015038,5,6,11,12,14,33,14,330881502,1,10000000,81,307915,521569463
1113,2015/4/7,2015039,1,13,15,26,29,30,12,304495842,7,7136054,85,219887,527688511
1114,2015/4/9,2015040,13,16,18,27,30,32,16,320385120,4,9819869,54,446284,560707072
1115,2015/4/12,2015041,4,9,11,17,21,25,6,355451862,17,5645612,226,60704,505889468
1116,2015/4/14,2015042,9,10,19,21,23,32,8,328582874,18,5598638,138,97604,445522068
1117,2015/4/16,2015043,11,12,15,24,26,27,15,333265010,11,6547831,66,322464,437343962
1118,2015/4/19,2015044,2,3,4,13,14,16,2,361973072,44,5156691,170,50694,236303584
1119,2015/4/21,2015045,1,5,13,22,30,31,7,317791860,5,7425169,110,137793,244649655
1120,2015/4/23,2015046,5,7,10,14,23,31,1,324849386,2,10000000,81,310399,300076800
1121,2015/4/26,2015047,2,3,20,24,26,27,9,353219880,12,5599825,68,132314,259871028
1122,2015/4/28,2015048,13,16,17,22,25,27,10,314318648,13,5759356,61,202287,222018030
1123,2015/4/30,2015049,7,12,14,17,20,23,5,304091626,9,6471007,83,199383,213425469
1124,2015/5/3,2015050,3,9,12,16,17,31,4,330490908,4,8472759,82,211753,231625820
1125,2015/5/5,2015051,4,10,24,26,28,32,9,311895918,3,9394471,107,154011,252880206
1126,2015/5/7,2015052,2,4,11,16,25,26,12,312855530,17,5756703,85,189175,203256114
1127,2015/5/10,2015053,3,7,17,22,32,33,10,337772948,9,7062590,265,87562,209305224
1128,2015/5/12,2015054,1,2,7,10,22,26,7,305342532,10,6362719,82,207731,196780010
1129,2015/5/14,2015055,1,10,15,18,19,28,2,308523870,6,7550060,102,187504,208855998
1130,2015/5/17,2015056,1,7,8,16,18,20,14,333455694,7,7629173,120,191710,224467579
1131,2015/5/19,2015057,9,20,24,25,26,32,4,298048220,4,9523674,69,327802,254227996
1132,2015/5/21,2015058,2,9,10,18,19,20,15,302422308,9,6861751,229,91461,255306348
1133,2015/5/24,2015059,2,6,9,16,25,32,14,327035284,3,10000000,64,446676,311068287
1134,2015/5/26,2015060,1,3,18,27,31,32,13,294398362,5,7855899,76,234860,325336905
1135,2015/5/28,2015061,6,18,22,26,32,33,4,300873544,3,10000000,82,289341,366514881
1136,2015/5/31,2015062,9,14,15,18,21,26,16,323470788,2,10000000,88,280083,420456986
1137,2015/6/2,2015063,1,7,9,16,22,32,12,291740962,7,7072680,183,99103,425356078
1138,2015/6/4,2015064,11,12,14,17,23,27,1,298850352,7,7430580,163,130475,437144743
